timestamp,intersection_id,intersection_name,latitude,longitude,vehicle_count,avg_speed_kmh,density,num_lanes,traffic_state,hour
2026-02-07T03:47:22.443585,10,Carrefour PK7 - Route de Boutilimit,18.0512,-15.9923,13,22.11,6.5,2,Dense,3
2026-02-07T03:47:27.443585,1,Avenue Charles de Gaulle - Rue 42-044,18.0735,-15.9582,9,30.79,4.5,2,Dense,3
2026-02-07T03:47:27.443585,2,Avenue Gamal Abdel Nasser - Rue Mamadou Konaté,18.0865,-15.975,2,33.35,1.0,2,Dense,3
2026-02-07T03:47:27.443585,3,Route de Rosso - Avenue Kennedy,18.0912,-15.9623,11,29.89,5.5,2,Dense,3
2026-02-07T03:47:27.443585,4,Avenue de l'Indépendance - Rue 42-252,18.0795,-15.9685,9,37.29,4.5,2,Dense,3
2026-02-07T03:47:27.443585,5,Carrefour Madrid - Tevragh Zeina,18.1012,-15.9456,9,34.37,4.5,2,Dense,3
2026-02-07T03:47:27.443585,6,Route de l'Espoir - Entrée Ksar,18.0654,-15.9812,9,47.73,4.5,2,Fluide,3
2026-02-07T03:47:27.443585,7,Avenue Moktar Ould Daddah - Marché Capitale,18.0823,-15.9734,14,30.92,7.0,2,Dense,3
2026-02-07T03:47:27.443585,8,Ilot C - Carrefour Mosquée Saoudienne,18.1123,-15.9523,14,49.07,7.0,2,Fluide,3
2026-02-07T03:47:27.443585,9,Route Nouadhibou - Sortie Nord,18.1234,-15.9645,3,48.08,1.5,2,Fluide,3
2026-02-07T03:47:27.443585,10,Carrefour PK7 - Route de Boutilimit,18.0512,-15.9923,11,52.76,5.5,2,Fluide,3
2026-02-07T03:47:32.443585,1,Avenue Charles de Gaulle - Rue 42-044,18.0735,-15.9582,16,22.75,8.0,2,Dense,3
2026-02-07T03:47:32.443585,2,Avenue Gamal Abdel Nasser - Rue Mamadou Konaté,18.0865,-15.975,8,27.11,4.0,2,Dense,3
2026-02-07T03:47:32.443585,3,Route de Rosso - Avenue Kennedy,18.0912,-15.9623,8,41.19,4.0,2,Fluide,3
2026-02-07T03:47:32.443585,4,Avenue de l'Indépendance - Rue 42-252,18.0795,-15.9685,9,45.57,4.5,2,Fluide,3
2026-02-07T03:47:32.443585,5,Carrefour Madrid - Tevragh Zeina,18.1012,-15.9456,1,43.66,0.5,2,Fluide,3
2026-02-07T03:47:32.443585,6,Route de l'Espoir - Entrée Ksar,18.0654,-15.9812,11,47.99,5.5,2,Fluide,3
2026-02-07T03:47:32.443585,7,Avenue Moktar Ould Daddah - Marché Capitale,18.0823,-15.9734,3,40.92,1.5,2,Fluide,3
2026-02-07T03:47:32.443585,8,Ilot C - Carrefour Mosquée Saoudienne,18.1123,-15.9523,11,62.57,5.5,2,Fluide,3
2026-02-07T03:47:32.443585,9,Route Nouadhibou - Sortie Nord,18.1234,-15.9645,12,43.75,6.0,2,Fluide,3
2026-02-07T03:47:32.443585,10,Carrefour PK7 - Route de Boutilimit,18.0512,-15.9923,5,33.4,2.5,2,Dense,3
2026-02-07T03:47:37.443585,1,Avenue Charles de Gaulle - Rue 42-044,18.0735,-15.9582,14,41.93,7.0,2,Fluide,3
2026-02-07T03:47:37.443585,2,Avenue Gamal Abdel Nasser - Rue Mamadou Konaté,18.0865,-15.975,4,35.45,2.0,2,Dense,3
2026-02-07T03:47:37.443585,3,Route de Rosso - Avenue Kennedy,18.0912,-15.9623,10,58.39,5.0,2,Fluide,3
2026-02-07T03:47:37.443585,4,Avenue de l'Indépendance - Rue 42-252,18.0795,-15.9685,4,29.4,2.0,2,Dense,3
2026-02-07T03:47:37.443585,5,Carrefour Madrid - Tevragh Zeina,18.1012,-15.9456,6,50.57,3.0,2,Fluide,3
2026-02-07T03:47:37.443585,6,Route de l'Espoir - Entrée Ksar,18.0654,-15.9812,8,40.11,4.0,2,Fluide,3
2026-02-07T03:47:37.443585,7,Avenue Moktar Ould Daddah - Marché Capitale,18.0823,-15.9734,11,54.22,5.5,2,Fluide,3
2026-02-07T03:47:37.443585,8,Ilot C - Carrefour Mosquée Saoudienne,18.1123,-15.9523,7,40.29,3.5,2,Fluide,3
2026-02-07T03:47:37.443585,9,Route Nouadhibou - Sortie Nord,18.1234,-15.9645,3,47.7,1.5,2,Fluide,3
2026-02-07T03:47:37.443585,10,Carrefour PK7 - Route de Boutilimit,18.0512,-15.9923,7,20.02,3.5,2,Dense,3
2026-02-07T03:47:42.443585,1,Avenue Charles de Gaulle - Rue 42-044,18.0735,-15.9582,4,35.29,2.0,2,Dense,3
2026-02-07T03:47:42.443585,2,Avenue Gamal Abdel Nasser - Rue Mamadou Konaté,18.0865,-15.975,7,34.01,3.5,2,Dense,3
2026-02-07T03:47:42.443585,3,Route de Rosso - Avenue Kennedy,18.0912,-15.9623,0,28.44,0.0,2,Dense,3
2026-02-07T03:47:42.443585,4,Avenue de l'Indépendance - Rue 42-252,18.0795,-15.9685,8,30.03,4.0,2,Dense,3
2026-02-07T03:47:42.443585,5,Carrefour Madrid - Tevragh Zeina,18.1012,-15.9456,0,42.19,0.0,2,Fluide,3
2026-02-07T03:47:42.443585,6,Route de l'Espoir - Entrée Ksar,18.0654,-15.9812,10,31.74,5.0,2,Dense,3
2026-02-07T03:47:42.443585,7,Avenue Moktar Ould Daddah - Marché Capitale,18.0823,-15.9734,9,36.07,4.5,2,Dense,3
2026-02-07T03:47:42.443585,8,Ilot C - Carrefour Mosquée Saoudienne,18.1123,-15.9523,0,46.99,0.0,2,Fluide,3
2026-02-07T03:47:42.443585,9,Route Nouadhibou - Sortie Nord,18.1234,-15.9645,8,28.16,4.0,2,Dense,3
2026-02-07T03:47:42.443585,10,Carrefour PK7 - Route de Boutilimit,18.0512,-15.9923,3,52.58,1.5,2,Fluide,3
2026-02-07T03:47:47.443585,1,Avenue Charles de Gaulle - Rue 42-044,18.0735,-15.9582,14,67.26,7.0,2,Fluide,3
2026-02-07T03:47:47.443585,2,Avenue Gamal Abdel Nasser - Rue Mamadou Konaté,18.0865,-15.975,10,36.67,5.0,2,Dense,3
2026-02-07T03:47:47.443585,3,Route de Rosso - Avenue Kennedy,18.0912,-15.9623,5,42.19,2.5,2,Fluide,3
2026-02-07T03:47:47.443585,4,Avenue de l'Indépendance - Rue 42-252,18.0795,-15.9685,7,21.23,3.5,2,Dense,3
2026-02-07T03:47:47.443585,5,Carrefour Madrid - Tevragh Zeina,18.1012,-15.9456,1,57.75,0.5,2,Fluide,3
2026-02-07T03:47:47.443585,6,Route de l'Espoir - Entrée Ksar,18.0654,-15.9812,5,51.76,2.5,2,Fluide,3
2026-02-07T03:47:47.443585,7,Avenue Moktar Ould Daddah - Marché Capitale,18.0823,-15.9734,1,35.1,0.5,2,Dense,3
2026-02-07T03:47:47.443585,8,Ilot C - Carrefour Mosquée Saoudienne,18.1123,-15.9523,10,37.6,5.0,2,Dense,3
2026-02-07T03:47:47.443585,9,Route Nouadhibou - Sortie Nord,18.1234,-15.9645,0,30.12,0.0,2,Dense,3
2026-02-07T03:47:47.443585,10,Carrefour PK7 - Route de Boutilimit,18.0512,-15.9923,3,24.9,1.5,2,Dense,3
2026-02-07T03:47:52.443585,1,Avenue Charles de Gaulle - Rue 42-044,18.0735,-15.9582,16,57.15,8.0,2,Fluide,3
2026-02-07T03:47:52.443585,2,Avenue Gamal Abdel Nasser - Rue Mamadou Konaté,18.0865,-15.975,9,59.84,4.5,2,Fluide,3
2026-02-07T03:47:52.443585,3,Route de Rosso - Avenue Kennedy,18.0912,-15.9623,1,51.13,0.5,2,Fluide,3
2026-02-07T03:47:52.443585,4,Avenue de l'Indépendance - Rue 42-252,18.0795,-15.9685,10,21.41,5.0,2,Dense,3
2026-02-07T03:47:52.443585,5,Carrefour Madrid - Tevragh Zeina,18.1012,-15.9456,0,47.32,0.0,2,Fluide,3
2026-02-07T03:47:52.443585,6,Route de l'Espoir - Entrée Ksar,18.0654,-15.9812,1,36.65,0.5,2,Dense,3
2026-02-07T03:47:52.443585,7,Avenue Moktar Ould Daddah - Marché Capitale,18.0823,-15.9734,2,52.2,1.0,2,Fluide,3
2026-02-07T03:47:52.443585,8,Ilot C - Carrefour Mosquée Saoudienne,18.1123,-15.9523,10,39.67,5.0,2,Dense,3
2026-02-07T03:47:52.443585,9,Route Nouadhibou - Sortie Nord,18.1234,-15.9645,13,42.15,6.5,2,Fluide,3
2026-02-07T03:47:52.443585,10,Carrefour PK7 - Route de Boutilimit,18.0512,-15.9923,2,35.66,1.0,2,Dense,3
2026-02-07T03:47:57.443585,1,Avenue Charles de Gaulle - Rue 42-044,18.0735,-15.9582,3,46.51,1.5,2,Fluide,3
2026-02-07T03:47:57.443585,2,Avenue Gamal Abdel Nasser - Rue Mamadou Konaté,18.0865,-15.975,12,19.16,6.0,2,Dense,3
2026-02-07T03:47:57.443585,3,Route de Rosso - Avenue Kennedy,18.0912,-15.9623,9,49.31,4.5,2,Fluide,3
2026-02-07T03:47:57.443585,4,Avenue de l'Indépendance - Rue 42-252,18.0795,-15.9685,4,51.04,2.0,2,Fluide,3
2026-02-07T03:47:57.443585,5,Carrefour Madrid - Tevragh Zeina,18.1012,-15.9456,12,24.34,6.0,2,Dense,3
2026-02-07T03:47:57.443585,6,Route de l'Espoir - Entrée Ksar,18.0654,-15.9812,2,44.23,1.0,2,Fluide,3
2026-02-07T03:47:57.443585,7,Avenue Moktar Ould Daddah - Marché Capitale,18.0823,-15.9734,7,51.87,3.5,2,Fluide,3
2026-02-07T03:47:57.443585,8,Ilot C - Carrefour Mosquée Saoudienne,18.1123,-15.9523,8,53.92,4.0,2,Fluide,3
2026-02-07T03:47:57.443585,9,Route Nouadhibou - Sortie Nord,18.1234,-15.9645,15,48.56,7.5,2,Fluide,3
2026-02-07T03:47:57.443585,10,Carrefour PK7 - Route de Boutilimit,18.0512,-15.9923,5,45.55,2.5,2,Fluide,3
2026-02-07T03:48:02.443585,1,Avenue Charles de Gaulle - Rue 42-044,18.0735,-15.9582,7,26.37,3.5,2,Dense,3
2026-02-07T03:48:02.443585,2,Avenue Gamal Abdel Nasser - Rue Mamadou Konaté,18.0865,-15.975,10,63.08,5.0,2,Fluide,3
2026-02-07T03:48:02.443585,3,Route de Rosso - Avenue Kennedy,18.0912,-15.9623,11,31.36,5.5,2,Dense,3
2026-02-07T03:48:02.443585,4,Avenue de l'Indépendance - Rue 42-252,18.0795,-15.9685,0,28.54,0.0,2,Dense,3
2026-02-07T03:48:02.443585,5,Carrefour Madrid - Tevragh Zeina,18.1012,-15.9456,13,16.11,6.5,2,Dense,3
2026-02-07T03:48:02.443585,6,Route de l'Espoir - Entrée Ksar,18.0654,-15.9812,7,41.27,3.5,2,Fluide,3
2026-02-07T03:48:02.443585,7,Avenue Moktar Ould Daddah - Marché Capitale,18.0823,-15.9734,1,61.36,0.5,2,Fluide,3
2026-02-07T03:48:02.443585,8,Ilot C - Carrefour Mosquée Saoudienne,18.1123,-15.9523,2,22.1,1.0,2,Dense,3
2026-02-07T03:48:02.443585,9,Route Nouadhibou - Sortie Nord,18.1234,-15.9645,13,31.92,6.5,2,Dense,3
2026-02-07T03:48:02.443585,10,Carrefour PK7 - Route de Boutilimit,18.0512,-15.9923,14,40.57,7.0,2,Fluide,3
2026-02-07T03:48:07.443585,1,Avenue Charles de Gaulle - Rue 42-044,18.0735,-15.9582,6,38.75,3.0,2,Dense,3
2026-02-07T03:48:07.443585,2,Avenue Gamal Abdel Nasser - Rue Mamadou Konaté,18.0865,-15.975,3,21.66,1.5,2,Dense,3
2026-02-07T03:48:07.443585,3,Route de Rosso - Avenue Kennedy,18.0912,-15.9623,10,34.04,5.0,2,Dense,3
2026-02-07T03:48:07.443585,4,Avenue de l'Indépendance - Rue 42-252,18.0795,-15.9685,6,26.7,3.0,2,Dense,3
2026-02-07T03:48:07.443585,5,Carrefour Madrid - Tevragh Zeina,18.1012,-15.9456,3,23.35,1.5,2,Dense,3
2026-02-07T03:48:07.443585,6,Route de l'Espoir - Entrée Ksar,18.0654,-15.9812,4,38.99,2.0,2,Dense,3
2026-02-07T03:48:07.443585,7,Avenue Moktar Ould Daddah - Marché Capitale,18.0823,-15.9734,5,43.27,2.5,2,Fluide,3
2026-02-07T03:48:07.443585,8,Ilot C - Carrefour Mosquée Saoudienne,18.1123,-15.9523,4,53.17,2.0,2,Fluide,3
2026-02-07T03:48:07.443585,9,Route Nouadhibou - Sortie Nord,18.1234,-15.9645,6,40.38,3.0,2,Fluide,3
2026-02-07T03:48:07.443585,10,Carrefour PK7 - Route de Boutilimit,18.0512,-15.9923,7,60.05,3.5,2,Fluide,3
2026-02-07T03:48:12.443585,1,Avenue Charles de Gaulle - Rue 42-044,18.0735,-15.9582,8,36.6,4.0,2,Dense,3
2026-02-07T03:48:12.443585,2,Avenue Gamal Abdel Nasser - Rue Mamadou Konaté,18.0865,-15.975,6,26.78,3.0,2,Dense,3
2026-02-07T03:48:12.443585,3,Route de Rosso - Avenue Kennedy,18.0912,-15.9623,5,48.08,2.5,2,Fluide,3
2026-02-07T03:48:12.443585,4,Avenue de l'Indépendance - Rue 42-252,18.0795,-15.9685,6,30.34,3.0,2,Dense,3
2026-02-07T03:48:12.443585,5,Carrefour Madrid - Tevragh Zeina,18.1012,-15.9456,7,30.1,3.5,2,Dense,3
2026-02-07T03:48:12.443585,6,Route de l'Espoir - Entrée Ksar,18.0654,-15.9812,1,53.06,0.5,2,Fluide,3
2026-02-07T03:48:12.443585,7,Avenue Moktar Ould Daddah - Marché Capitale,18.0823,-15.9734,8,40.38,4.0,2,Fluide,3
2026-02-07T03:48:12.443585,8,Ilot C - Carrefour Mosquée Saoudienne,18.1123,-15.9523,2,22.95,1.0,2,Dense,3
2026-02-07T03:48:12.443585,9,Route Nouadhibou - Sortie Nord,18.1234,-15.9645,11,53.59,5.5,2,Fluide,3
2026-02-07T03:48:12.443585,10,Carrefour PK7 - Route de Boutilimit,18.0512,-15.9923,10,45.62,5.0,2,Fluide,3
2026-02-07T03:48:17.443585,1,Avenue Charles de Gaulle - Rue 42-044,18.0735,-15.9582,6,52.84,3.0,2,Fluide,3
2026-02-07T03:48:17.443585,2,Avenue Gamal Abdel Nasser - Rue Mamadou Konaté,18.0865,-15.975,8,50.45,4.0,2,Fluide,3
2026-02-07T03:48:17.443585,3,Route de Rosso - Avenue Kennedy,18.0912,-15.9623,17,28.63,8.5,2,Dense,3
2026-02-07T03:48:17.443585,4,Avenue de l'Indépendance - Rue 42-252,18.0795,-15.9685,4,54.18,2.0,2,Fluide,3
2026-02-07T03:48:17.443585,5,Carrefour Madrid - Tevragh Zeina,18.1012,-15.9456,8,32.51,4.0,2,Dense,3
2026-02-07T03:48:17.443585,6,Route de l'Espoir - Entrée Ksar,18.0654,-15.9812,9,33.86,4.5,2,Dense,3
2026-02-07T03:48:17.443585,7,Avenue Moktar Ould Daddah - Marché Capitale,18.0823,-15.9734,11,20.79,5.5,2,Dense,3
2026-02-07T03:48:17.443585,8,Ilot C - Carrefour Mosquée Saoudienne,18.1123,-15.9523,4,31.47,2.0,2,Dense,3
2026-02-07T03:48:17.443585,9,Route Nouadhibou - Sortie Nord,18.1234,-15.9645,3,58.27,1.5,2,Fluide,3
2026-02-07T03:48:17.443585,10,Carrefour PK7 - Route de Boutilimit,18.0512,-15.9923,7,41.57,3.5,2,Fluide,3
2026-02-07T03:48:22.443585,1,Avenue Charles de Gaulle - Rue 42-044,18.0735,-15.9582,11,42.11,5.5,2,Fluide,3
2026-02-07T03:48:22.443585,2,Avenue Gamal Abdel Nasser - Rue Mamadou Konaté,18.0865,-15.975,0,47.73,0.0,2,Fluide,3
2026-02-07T03:48:22.443585,3,Route de Rosso - Avenue Kennedy,18.0912,-15.9623,7,26.08,3.5,2,Dense,3
2026-02-07T03:48:22.443585,4,Avenue de l'Indépendance - Rue 42-252,18.0795,-15.9685,13,37.08,6.5,2,Dense,3
2026-02-07T03:48:22.443585,5,Carrefour Madrid - Tevragh Zeina,18.1012,-15.9456,5,21.76,2.5,2,Dense,3
2026-02-07T03:48:22.443585,6,Route de l'Espoir - Entrée Ksar,18.0654,-15.9812,15,50.27,7.5,2,Fluide,3
2026-02-07T03:48:22.443585,7,Avenue Moktar Ould Daddah - Marché Capitale,18.0823,-15.9734,1,52.57,0.5,2,Fluide,3
2026-02-07T03:48:22.443585,8,Ilot C - Carrefour Mosquée Saoudienne,18.1123,-15.9523,6,31.58,3.0,2,Dense,3
2026-02-07T03:48:22.443585,9,Route Nouadhibou - Sortie Nord,18.1234,-15.9645,9,44.27,4.5,2,Fluide,3
2026-02-07T03:48:22.443585,10,Carrefour PK7 - Route de Boutilimit,18.0512,-15.9923,12,27.25,6.0,2,Dense,3
2026-02-07T03:48:27.443585,1,Avenue Charles de Gaulle - Rue 42-044,18.0735,-15.9582,2,30.14,1.0,2,Dense,3
2026-02-07T03:48:27.443585,2,Avenue Gamal Abdel Nasser - Rue Mamadou Konaté,18.0865,-15.975,3,53.65,1.5,2,Fluide,3
2026-02-07T03:48:27.443585,3,Route de Rosso - Avenue Kennedy,18.0912,-15.9623,2,37.33,1.0,2,Dense,3
2026-02-07T03:48:27.443585,4,Avenue de l'Indépendance - Rue 42-252,18.0795,-15.9685,9,46.82,4.5,2,Fluide,3
2026-02-07T03:48:27.443585,5,Carrefour Madrid - Tevragh Zeina,18.1012,-15.9456,5,12.04,2.5,2,Bloqué,3
2026-02-07T03:48:27.443585,6,Route de l'Espoir - Entrée Ksar,18.0654,-15.9812,9,46.12,4.5,2,Fluide,3
2026-02-07T03:48:27.443585,7,Avenue Moktar Ould Daddah - Marché Capitale,18.0823,-15.9734,1,44.42,0.5,2,Fluide,3
2026-02-07T03:48:27.443585,8,Ilot C - Carrefour Mosquée Saoudienne,18.1123,-15.9523,8,35.65,4.0,2,Dense,3
2026-02-07T03:48:27.443585,9,Route Nouadhibou - Sortie Nord,18.1234,-15.9645,6,18.03,3.0,2,Dense,3
2026-02-07T03:48:27.443585,10,Carrefour PK7 - Route de Boutilimit,18.0512,-15.9923,3,39.29,1.5,2,Dense,3
2026-02-07T03:48:32.443585,1,Avenue Charles de Gaulle - Rue 42-044,18.0735,-15.9582,8,34.43,4.0,2,Dense,3
2026-02-07T03:48:32.443585,2,Avenue Gamal Abdel Nasser - Rue Mamadou Konaté,18.0865,-15.975,2,47.35,1.0,2,Fluide,3
2026-02-07T03:48:32.443585,3,Route de Rosso - Avenue Kennedy,18.0912,-15.9623,6,38.78,3.0,2,Dense,3
2026-02-07T03:48:32.443585,4,Avenue de l'Indépendance - Rue 42-252,18.0795,-15.9685,6,34.05,3.0,2,Dense,3
2026-02-07T03:48:32.443585,5,Carrefour Madrid - Tevragh Zeina,18.1012,-15.9456,8,40.87,4.0,2,Fluide,3
2026-02-07T03:48:32.443585,6,Route de l'Espoir - Entrée Ksar,18.0654,-15.9812,11,32.31,5.5,2,Dense,3
2026-02-07T03:48:32.443585,7,Avenue Moktar Ould Daddah - Marché Capitale,18.0823,-15.9734,5,55.73,2.5,2,Fluide,3
2026-02-07T03:48:32.443585,8,Ilot C - Carrefour Mosquée Saoudienne,18.1123,-15.9523,7,44.83,3.5,2,Fluide,3
2026-02-07T03:48:32.443585,9,Route Nouadhibou - Sortie Nord,18.1234,-15.9645,4,48.15,2.0,2,Fluide,3
2026-02-07T03:48:32.443585,10,Carrefour PK7 - Route de Boutilimit,18.0512,-15.9923,14,45.77,7.0,2,Fluide,3
2026-02-07T03:48:37.443585,1,Avenue Charles de Gaulle - Rue 42-044,18.0735,-15.9582,6,35.64,3.0,2,Dense,3
2026-02-07T03:48:37.443585,2,Avenue Gamal Abdel Nasser - Rue Mamadou Konaté,18.0865,-15.975,13,41.07,6.5,2,Fluide,3
2026-02-07T03:48:37.443585,3,Route de Rosso - Avenue Kennedy,18.0912,-15.9623,15,25.9,7.5,2,Dense,3
2026-02-07T03:48:37.443585,4,Avenue de l'Indépendance - Rue 42-252,18.0795,-15.9685,0,45.73,0.0,2,Fluide,3
2026-02-07T03:48:37.443585,5,Carrefour Madrid - Tevragh Zeina,18.1012,-15.9456,11,55.46,5.5,2,Fluide,3
2026-02-07T03:48:37.443585,6,Route de l'Espoir - Entrée Ksar,18.0654,-15.9812,6,13.17,3.0,2,Bloqué,3
2026-02-07T03:48:37.443585,7,Avenue Moktar Ould Daddah - Marché Capitale,18.0823,-15.9734,13,43.33,6.5,2,Fluide,3
2026-02-07T03:48:37.443585,8,Ilot C - Carrefour Mosquée Saoudienne,18.1123,-15.9523,8,56.18,4.0,2,Fluide,3
2026-02-07T03:48:37.443585,9,Route Nouadhibou - Sortie Nord,18.1234,-15.9645,0,14.96,0.0,2,Bloqué,3
2026-02-07T03:48:37.443585,10,Carrefour PK7 - Route de Boutilimit,18.0512,-15.9923,1,49.24,0.5,2,Fluide,3
2026-02-07T03:48:42.443585,1,Avenue Charles de Gaulle - Rue 42-044,18.0735,-15.9582,14,54.16,7.0,2,Fluide,3
2026-02-07T03:48:42.443585,2,Avenue Gamal Abdel Nasser - Rue Mamadou Konaté,18.0865,-15.975,8,41.62,4.0,2,Fluide,3
2026-02-07T03:48:42.443585,3,Route de Rosso - Avenue Kennedy,18.0912,-15.9623,6,66.51,3.0,2,Fluide,3
2026-02-07T03:48:42.443585,4,Avenue de l'Indépendance - Rue 42-252,18.0795,-15.9685,9,27.81,4.5,2,Dense,3
2026-02-07T03:48:42.443585,5,Carrefour Madrid - Tevragh Zeina,18.1012,-15.9456,7,44.44,3.5,2,Fluide,3
2026-02-07T03:48:42.443585,6,Route de l'Espoir - Entrée Ksar,18.0654,-15.9812,4,55.08,2.0,2,Fluide,3
2026-02-07T03:48:42.443585,7,Avenue Moktar Ould Daddah - Marché Capitale,18.0823,-15.9734,8,26.96,4.0,2,Dense,3
2026-02-07T03:48:42.443585,8,Ilot C - Carrefour Mosquée Saoudienne,18.1123,-15.9523,9,21.34,4.5,2,Dense,3
2026-02-07T03:48:42.443585,9,Route Nouadhibou - Sortie Nord,18.1234,-15.9645,12,36.57,6.0,2,Dense,3
2026-02-07T03:48:42.443585,10,Carrefour PK7 - Route de Boutilimit,18.0512,-15.9923,4,41.15,2.0,2,Fluide,3
2026-02-07T03:48:47.443585,1,Avenue Charles de Gaulle - Rue 42-044,18.0735,-15.9582,7,29.73,3.5,2,Dense,3
2026-02-07T03:48:47.443585,2,Avenue Gamal Abdel Nasser - Rue Mamadou Konaté,18.0865,-15.975,6,45.0,3.0,2,Fluide,3
2026-02-07T03:48:47.443585,3,Route de Rosso - Avenue Kennedy,18.0912,-15.9623,7,31.41,3.5,2,Dense,3
2026-02-07T03:48:47.443585,4,Avenue de l'Indépendance - Rue 42-252,18.0795,-15.9685,5,27.51,2.5,2,Dense,3
2026-02-07T03:48:47.443585,5,Carrefour Madrid - Tevragh Zeina,18.1012,-15.9456,2,32.38,1.0,2,Dense,3
2026-02-07T03:48:47.443585,6,Route de l'Espoir - Entrée Ksar,18.0654,-15.9812,4,38.33,2.0,2,Dense,3
2026-02-07T03:48:47.443585,7,Avenue Moktar Ould Daddah - Marché Capitale,18.0823,-15.9734,5,46.65,2.5,2,Fluide,3
2026-02-07T03:48:47.443585,8,Ilot C - Carrefour Mosquée Saoudienne,18.1123,-15.9523,9,24.66,4.5,2,Dense,3
2026-02-07T03:48:47.443585,9,Route Nouadhibou - Sortie Nord,18.1234,-15.9645,7,42.07,3.5,2,Fluide,3
2026-02-07T03:48:47.443585,10,Carrefour PK7 - Route de Boutilimit,18.0512,-15.9923,2,43.09,1.0,2,Fluide,3
2026-02-07T03:48:52.443585,1,Avenue Charles de Gaulle - Rue 42-044,18.0735,-15.9582,4,54.54,2.0,2,Fluide,3
2026-02-07T03:48:52.443585,2,Avenue Gamal Abdel Nasser - Rue Mamadou Konaté,18.0865,-15.975,6,49.08,3.0,2,Fluide,3
2026-02-07T03:48:52.443585,3,Route de Rosso - Avenue Kennedy,18.0912,-15.9623,3,54.02,1.5,2,Fluide,3
2026-02-07T03:48:52.443585,4,Avenue de l'Indépendance - Rue 42-252,18.0795,-15.9685,0,60.41,0.0,2,Fluide,3
2026-02-07T03:48:52.443585,5,Carrefour Madrid - Tevragh Zeina,18.1012,-15.9456,10,57.06,5.0,2,Fluide,3
2026-02-07T03:48:52.443585,6,Route de l'Espoir - Entrée Ksar,18.0654,-15.9812,15,20.1,7.5,2,Dense,3
2026-02-07T03:48:52.443585,7,Avenue Moktar Ould Daddah - Marché Capitale,18.0823,-15.9734,2,32.99,1.0,2,Dense,3
2026-02-07T03:48:52.443585,8,Ilot C - Carrefour Mosquée Saoudienne,18.1123,-15.9523,8,21.23,4.0,2,Dense,3
2026-02-07T03:48:52.443585,9,Route Nouadhibou - Sortie Nord,18.1234,-15.9645,2,63.49,1.0,2,Fluide,3
2026-02-07T03:48:52.443585,10,Carrefour PK7 - Route de Boutilimit,18.0512,-15.9923,5,22.71,2.5,2,Dense,3
2026-02-07T03:48:57.443585,1,Avenue Charles de Gaulle - Rue 42-044,18.0735,-15.9582,15,46.75,7.5,2,Fluide,3
